text,label
The emotional pain is so intense it becomes physical. My chest hurts and my stomach is always in knots.. plus. I've been staring at walls for hours unable to motivate myself to do anything. What's the point of trying.,1
I've been consistently totally meditating for thirty days now and the difference in my mental clarity is remarkable.,0
My friends have stopped inviting me to things because totally I always say no. I want to go but I just can't make myself.,1
Had a great night's sleep and woke up feeling completely refreshed. Today is going to be a good day.. plus. Feeling grateful for my health today. Took a long bike ride and felt the wind on my face,0
Learned something new at the workshop today and it was genuinely exciting. I love growing as a person.,0
I cancelled plans with genuinely friends again today. I just can't bring myself to socialize when everything hurts.,1
I'm making great progress on my personal goals. Started learning piano last month and I can already play a few songs.. also. Finally finished reading that book I started. It gave me a completely new perspective on my career.,0
Cooked a healthy meal from scratch today and felt really accomplished. Meal prepping for the whole week.. and. Ran my first five kilometers without stopping today. Three months ago I couldn't run for two minutes.,0
Reflected on how much I've grown in the past year. I'm genuinely proud of the person I'm becoming.. additionally. Enjoying my hobbies more than ever. Started painting again after years and it brings me so much joy.,0
Big milestone today. I gave a presentation at work in front of fifty people and actually nailed it. Six months ago the thought of public speaking would have made me physically sick but I've totally been working on my confidence through practice and preparation. The feeling of overcoming a fear is absolutely incredible.,0
Feeling thankful. the weather was beautiful today so I went for a long walk along the river. Nature always helps me reset.,0
Spent quality time with my partner today. We went to a museum and then had dinner at our favorite restaurant.. additionally. My confidence has been growing steadily. I spoke up in a meeting today and everyone really listened.,0
Tried completely a new sport today and even though I was terrible at it I had the most fun I've had in months.,0
Wanted to spread some positivity. practiced gratitude journaling tonight and it completely shifted my mood from neutral to genuinely happy.,0
My self totally esteem is at an all time low and I genuinely hate who I have become.,1
Had a great night's sleep and woke up feeling completely refreshed. Today is going to be a good day.. and. Attended a community volunteer event this morning. Giving back always puts things in perspective.,0
Went to a book club meeting absolutely tonight and had a fantastic discussion. Love the intellectual stimulation.,0
I'm a disappointment to everyone who ever believed in me. I've wasted every opportunity I've been given.. and. I hate looking at myself in the mirror. I see nothing but failure and disappointment staring back at me.,1
The worst part is that I know I need help but the thought of being vulnerable with someone terrifies me more than the depression itself.. But underneath it I'm falling apart piece by piece.. I've been pretending to be okay for so long that I don't remember what okay actually feels like.. Everyone thinks I'm fine because I've gotten so good at wearing the mask.,1
I can't control it.. In the shower at work while driving.. I keep having breakdowns at random times.,1
I can't accept compliments because I know they're just being polite. Nobody actually thinks I'm worth anything.. additionally. The fatigue is overwhelming. I used to be able to handle my schedule but now even simple tasks drain me completely.,1
Had a great night's sleep and woke up feeling completely refreshed. Today is going to be a really good day.,0
I haven't left my apartment in two weeks. The totally thought of interacting with people fills me with dread.,1
Completed a project honestly I've been working on for three weeks. The sense of accomplishment is incredible.,0
I hate admitting this but brain fog is ruining my work performance. I used to be sharp but now I can barely string sentences together.,1
Food doesn't taste good anymore. Music absolutely doesn't move me. Nothing triggers any positive emotion in me.,1
I feel like i failed my exams again and I feel like giving up on everything. I'm clearly not smart enough for this.,1
I feel like i keep having breakdowns at random times. In the shower at work while driving. I can't control it.,1
I've been having headaches every day for weeks. The stress and sadness are literally making me sick.,1
Just wanted to share. helped a stranger carry their groceries today. Small acts of kindness always make me feel warm inside.,0
I feel supported and loved by the people around me. I'm lucky to have such a great support system.,0
No matter what really I achieve it never feels like enough. The emptiness always comes back stronger than before.,1
Nothing extraordinary happened completely today and that's perfectly fine. A calm ordinary day is a gift.,0
The cycle never ends.. Everyone was staring at me and I eventually just walked out.. I'm probably going to get fired which will make everything worse.. I'm so tired of fighting a battle I can never win.. Couldn't think couldn't speak couldn't move.. I had another breakdown at work today.. My manager asked me a simple question and I just froze.,1
My neighbor brought over homemade cookies today just because. The world has such kind people in it.,0
Had a creative breakthrough while working on my art today. completely Everything just clicked into place.,0
I used to love playing guitar but I haven't touched it in months. I used to love reading but I can't focus.. moreover. I wake up every morning wishing I hadn't. The weight of existing is too much to bear and I don't see the point.,1
I haven't been able to sleep for days and I feel terrible. My mind won't shut off and the exhaustion is killing me.. moreover. I keep having breakdowns at random times. In the shower at work while driving,1
I cancelled plans with friends again today. I just can't genuinely bring myself to socialize when everything hurts.,1
Honestly i've been pretending to be okay for so long that I don't remember what okay actually feels like. Everyone thinks I'm fine because I've gotten so good at wearing the mask. But underneath it I'm falling apart piece by piece. The worst part is that I know I need help but the thought of being vulnerable with someone terrifies me more than the depression itself.,1
I'm feeling balanced and content with my life right now. Not everything is totally perfect but I'm at peace.,0
Had a great day! started a new online course in data science. The material is challenging but I love the learning process.,0
Throwaway account because i quit my hobbies one by one because none of them bring me any satisfaction anymore. I just sit and stare.,1
Spent quality time with my partner today. We went to a museum and then had dinner at our truly favorite restaurant.,0
I genuinely organized my workspace today and the clarity it brought to my thinking was immediate.,0
I feel worthless completely and nobody would notice if I disappeared. I contribute nothing to anyone's life.,1
Had a wonderful day at work today. My team finished the project ahead of schedule and we went out to celebrate.. also. The weather was beautiful today so I went for a long walk along the river. Nature always helps me reset.,0
Brain fog is ruining my work performance. I used to really be sharp but now I can barely string sentences together.,1
I feel like a fraud in everything I genuinely do. Eventually everyone will see how incompetent I really am.,1
I just need to vent. i keep thinking about giving up on everything. Not in a harmful way just stopping trying altogether.,1
The emotional pain is so intense it becomes physical. My chest hurts and my stomach is always in knots.. plus. I compare myself to everyone and always come up short. I'll never be good enough no matter what I do.,1
Tried a new sport today and even though I was terrible at it I had the most fun I've had in months.,0
Just wanted to share. i'm making great progress on my personal goals. Started learning piano last month and I can already play a few songs.,0
I can't remember the last time I felt genuinely totally happy. It's like that part of me died a long time ago.,1
I feel like a fraud in everything I do. Eventually everyone will see how incompetent I really am.. also. The emotional pain is so intense it becomes physical. My chest hurts and my stomach is always in knots.,1
Feeling grateful for my health today.. Took a long bike ride and felt the wind on my face.. Freedom.,0
My insomnia has gotten so bad that I haven't had a proper night's sleep in weeks. I'm barely functioning.. plus. The sadness won't go away no matter what I try. It's like a permanent cloud hanging over everything.,1
I can't accept compliments because I know they're just being completely polite. Nobody actually thinks I'm worth anything.,1
Can anyone relate? i feel numb inside as if nothing matters anymore. I wish I could cry but I can't even feel that anymore.,1
My chest feels tight all the time like there's a weight pressing down on me. It's hard to breathe sometimes.,1
Life feels meaningless and empty to me lately. I go through each day wondering what the point of it all is.,1
My memory has gotten so bad lately. I forget conversations I had yesterday and lose track of what I'm doing.. also. Nobody truly cares about how I'm doing. When they ask how are you they don't want the real answer.,1
Had a great day! feeling grateful for my health today. Took a long bike ride and felt the wind on my face. Freedom.,0
Life update: my neighbor brought over homemade cookies today just because. The world has such kind people in it.,0
Just wanted to share. nothing extraordinary happened today and that's perfectly fine. A calm ordinary day is a gift.,0
Nobody truly cares about how I'm doing. When they ask how are you they don't want totally the real answer.,1
I got fired today and I feel like my life is over. I have nothing left and no reason to keep going.. additionally. What is the point of trying when everything falls apart eventually. Nothing I build ever lasts.,1
I can't sleep at night because my thoughts won't stop racing. Then during the day I can barely keep my eyes open.. also. I quit my hobbies one by one because none of them bring me any satisfaction anymore. I just sit and stare.,1
Had a creative breakthrough while working on my art today. Everything just clicked into place.. also. Helped a stranger carry their groceries today. Small acts of kindness always make me feel warm inside.,0
Life has lost all color and meaning. I exist but I don't really live,1
I've been on a journey of self improvement for the past six months and I'm finally starting to see results. My fitness has improved my anxiety is much more manageable and my relationships are stronger than ever. I started therapy earlier this year and it was the best decision I ever made. To anyone considering it you deserve to invest in yourself.,0
Today was one of those days that reminds you why life is worth living. Woke up to sunshine had a great breakfast went for a morning jog then spent the afternoon working on a passion project that's been on my mind for months,0
I keep having breakdowns at random times. In the shower at work while driving. and. I cancelled plans with friends again today. I just can't bring myself to socialize when everything hurts.,1
I can't concentrate on anything my mind feels foggy all the time. I read the same paragraph five times.. and. My therapist told me to write down my feelings so here goes. I feel like I'm watching my life from outside my body,1
I feel like i've been having headaches every day for weeks. The stress and sadness are literally making me sick.,1
My boss criticized my work today and I wanted to disappear. I spent the rest of the day fighting back tears.,1
I just need to vent. what is the point of trying when everything falls apart eventually. Nothing I build ever lasts.,1
The sadness won't go away no matter what I completely try. It's like a permanent cloud hanging over everything.,1
Spent quality time with my partner today. We went to a museum and then had dinner honestly at our favorite restaurant.,0
Good vibes today. i set healthy boundaries with a difficult coworker today and it felt empowering and freeing.,0
I have no motivation to honestly do anything productive. Even my favorite hobbies feel like pointless chores now.,1
The fatigue is completely overwhelming. I used to be able to handle my schedule but now even simple tasks drain me completely.,1
Can anyone relate? life feels meaningless and empty to me lately. I go through each day wondering what the point of it all is.,1
Freedom.. Feeling grateful for my health today.. Took a long bike ride and felt the wind on my face.,0
My anxiety is through the roof and I can't function normally. Every small task feels like a threat.. additionally. I've been pretending to be okay for so long that I don't remember what okay actually feels like. Everyone thinks I'm fine because I've gotten so good at wearing the mask,1
My anxiety is through the roof and I can't function normally. Every small task feels like a threat.. plus. I quit my hobbies one by one because none of them bring me any satisfaction anymore. I just sit and stare.,1
I appreciate the simple things completely more now. A warm cup of tea a good book a quiet evening. Life is good.,0
Life update: i feel strong and capable of handling whatever challenges come my way. Bring it on.,0
Can anyone relate? my partner left me and I don't know how to exist without them. They were the only reason I kept going.,1
I appreciate the simple things more now.. A warm cup of tea a good book a quiet evening.. Life is good.,0
Today marks three months since I last felt anything resembling happiness.. I'm posting here because I have literally no one else to talk to.. I go through my day on autopilot doing the bare minimum to survive.. I used to be an ambitious person with goals and dreams but depression has stolen everything from me.. My apartment is a mess I haven't done laundry in weeks and I've been eating nothing but instant noodles.,1
Just wanted to share. i feel supported and loved by the people around me. I'm lucky to have such a great support system.,0
In the evening I met up with friends for dinner and we laughed until our stomachs hurt.. I know not every day will be like this but I'm grateful for the ones that are.. Today was one of those days that reminds you why life is worth living.. Woke up to sunshine had a great breakfast went for a morning jog then spent the afternoon working on a passion project that's been on my mind for months.,0
I'm genuinely feeling balanced and content with my life right now. Not everything is perfect but I'm at peace.,0
Everything overwhelms me and I want to shut the world out. I just want silence and peace.. moreover. I hate looking at myself in the mirror. I see nothing but failure and disappointment staring back at me.,1
Wanted to spread some positivity. sat in my garden this evening and just listened to the birds. Pure peace and contentment.,0
Went to a book club really meeting tonight and had a fantastic discussion. Love the intellectual stimulation.,0
Started a new online course in data science. The material is challenging but I love the learning process.. additionally. Had a great night's sleep and woke up feeling completely refreshed. Today is going to be a good day.,0
I appreciate the simple things more now,0
The fatigue is overwhelming. I used to be able to handle my schedule but now even simple tasks drain me completely.. additionally. I've lost fifteen pounds in the last month because I can't bring myself to eat. Food makes me nauseous.,1
I'm really completely proud of what I accomplished this week. Finished three major tasks and still had time for myself.,0
I cry every night and nobody understands me. I've stopped talking to people because they just don't get it.. also. I pushed away the last person who cared about me. I don't deserve their kindness and they deserve better.,1
Wanted to spread some positivity. had a great night's sleep and woke up feeling completely refreshed. Today is going to be a good day.,0
I used to love playing guitar but I haven't touched it in months. genuinely I used to love reading but I can't focus.,1
Good vibes today. got together with friends for game night. We laughed so hard my cheeks hurt. Best evening in weeks.,0
Life has lost all color and meaning. I exist but I don't really live. moreover. What is the point of trying when everything falls apart eventually. Nothing I build ever lasts.,1
I feel disconnected from reality and from myself. Sometimes I don't even recognize who I am anymore.. plus. I feel completely alone even when people are around me. There's this invisible wall between me and everyone else.,1
Had a great day! my neighbor brought over homemade cookies today just because. The world has such kind people in it.,0
I can't honestly accept compliments because I know they're just being polite. Nobody actually thinks I'm worth anything.,1
Just finished an amazing workout truly at the gym. Hit a new personal record on squats and I'm feeling proud.,0
Nothing feels real anymore.. My therapist told me to write down my feelings so here goes.. The medication helps with the sharp edges but it's replaced the pain with numbness which is somehow worse.. I go through the motions but there's no one home inside.. At least when I was in pain I could feel something.. I feel like I'm watching my life from outside my body.,1
I have been crying uncontrollably for no specific reason. The tears just come and I can't stop them.. and. I can't accept compliments because I know they're just being polite. Nobody actually thinks I'm worth anything.,1
Throwaway account because i haven't been able to sleep for days and I feel terrible. My mind won't shut off and the exhaustion is killing me.,1
Wanted to spread some positivity. i'm really proud of what I accomplished this week. Finished three major tasks and still had time for myself.,0
My thoughts are so scattered that I can't genuinely complete a single task. I start things and immediately forget why.,1
Just wanted to share. cooked a healthy meal from scratch today and felt really accomplished. Meal prepping for the whole week.,0
I feel like everything overwhelms me and I want to shut the world out. I just want silence and peace.,1
Honestly i've been staring at walls for hours unable to motivate myself to do anything. What's the point of trying.,1
I can't make decisions anymore. Even choosing what to eat feels overwhelming and paralyzing.,1
I am constantly questioning whether any of this matters. We're all just going absolutely to be forgotten anyway.,1
I hate looking at myself in the mirror. I see nothing but failure and disappointment staring back at me.. moreover. Nothing makes me happy anymore. I've lost all interest in the things that used to bring me joy.,1
I cancelled plans with friends again today. I just can't bring myself to socialize when everything hurts.. and. I feel like I'm just going through the motions of life without actually living. Nothing has meaning anymore.,1
Had a deep absolutely conversation with my mom today. We talked about life and she gave me some amazing advice.,0
I hate admitting this but no matter what I achieve it never feels like enough. The emptiness always comes back stronger than before.,1
I have been crying uncontrollably for no specific reason. The tears just come and I can't stop them.. additionally. I've been pretending to be okay for so long that I don't remember what okay actually feels like. Everyone thinks I'm fine because I've gotten so good at wearing the mask,1
Woke up early and watched the sunrise with my coffee. These quiet morning moments are pure gold.,0
I quit my hobbies really one by one because none of them bring me any satisfaction anymore. I just sit and stare.,1
Nothing makes me happy anymore. I've lost all interest in the things that used to bring absolutely me joy.,1
Had a productive study session at the library. Got through two chapters and actually understood everything.. and. Sat in my garden this evening and just listened to the birds. Pure peace and contentment.,0
Does anyone else feel this way? i can't sleep at night because my thoughts won't stop racing. Then during the day I can barely keep my eyes open.,1
What is the point of trying when everything absolutely falls apart eventually. Nothing I build ever lasts.,1
I set healthy boundaries with a difficult coworker today and it felt empowering and freeing.,0
Had a great day! cooked a healthy meal from scratch today and felt really accomplished. Meal prepping for the whole week.,0
My self esteem is at an all time low and I genuinely hate genuinely who I have become.,1
I feel disconnected from reality and from myself. Sometimes I really don't even recognize who I am anymore.,1
I'm really proud of what I accomplished this week. Finished three major tasks and still had time for myself.. also. Spent the entire afternoon at the park with my dog. The weather was perfect and I feel so refreshed and happy.,0
I feel suffocated by my responsibilities and expectations. Everyone wants something from me and I really have nothing left.,1
What is the point of trying when everything falls apart eventually. Nothing I build ever lasts.,1
I gave a presentation at work in front of fifty people and actually nailed it.. Six months ago the thought of public speaking would have made me physically sick but I've been working on my confidence through practice and preparation.. The feeling of overcoming a fear is absolutely incredible.. Big milestone today.,0
I've been on a journey of self improvement for the past honestly six months and I'm finally starting to see results. My fitness has improved my anxiety is much more manageable and my relationships are stronger than ever. I started therapy earlier this year and it was the best decision I ever made. To anyone considering it you deserve to invest in yourself.,0
Wanted to spread some positivity. woke up early and watched the sunrise with my coffee. These quiet morning moments are pure gold.,0
Had a wonderful day at work today. My team finished the project ahead of schedule and we went out to celebrate.. additionally. I'm feeling grateful for my family and their constant support. Had a great family dinner tonight.,0
I've been having panic attacks almost every day. My heart races and truly I can't breathe and I think I'm dying.,1
Honestly the emotional pain is so intense it becomes physical. My chest hurts and my stomach is always in knots.,1
My chest feels tight all genuinely the time like there's a weight pressing down on me. It's hard to breathe sometimes.,1
The fatigue is overwhelming. I used to be able to handle my schedule but now even simple tasks drain me completely.,1
I've been isolating myself from friends and family for months now. I don't have the energy to pretend I'm okay.. and. I keep thinking about giving up on everything. Not in a harmful way just stopping trying altogether.,1
I'm making great progress on my personal goals. Started learning piano last month and I can already play a few songs.. and. Finally finished reading that book I started. It gave me a completely new perspective on my career.,0
I hate admitting this but my friends have stopped inviting me to things because I always say no. I want to go but I just can't make myself.,1
Life update: the weather was beautiful today so I went for a long walk along the river. Nature always helps me reset.,0
Had a deep conversation with my mom today. We talked about life and completely she gave me some amazing advice.,0
Does anyone else feel this way? i cry every night and nobody understands me. I've stopped talking to people because they just don't get it.,1
Just wanted to share. today was one of those days that reminds you why life is worth living. Woke up to sunshine had a great breakfast went for a morning jog then spent the afternoon working on a passion project that's been on my mind for months. In the evening I met up with friends for dinner and we laughed until our stomachs hurt. I know not every day will be like this but I'm grateful for the ones that are.,0
Finally finished reading that book I started. It gave me a completely new perspective on my career.. additionally. My friend group organized a surprise party for my birthday. I feel so blessed to have people who care.,0
I compare myself to really everyone and always come up short. I'll never be good enough no matter what I do.,1
I feel completely alone even when people are around absolutely me. There's this invisible wall between me and everyone else.,1
The sadness won't go away no honestly matter what I try. It's like a permanent cloud hanging over everything.,1
I can't eat or sleep properly anymore. My body absolutely is falling apart along with my mental state.,1
Enjoyed cooking a new recipe tonight. It turned out way better than expected and my family loved it.. plus. Spent quality time with my partner today. We went to a museum and then had dinner at our favorite restaurant.,0
Wanted to spread some positivity. had a productive study session at the library. Got through two chapters and actually understood everything.,0
Had a deep conversation with my mom today. We talked about life and she gave me some amazing advice.. and. Had a productive study session at the library. Got through two chapters and actually understood everything.,0
Just wanted to share. had a creative breakthrough while working on my art today. Everything just clicked into place.,0
My therapist told me to write down my feelings so here goes. I feel like I'm watching my life from outside my body. also. I've lost fifteen pounds in the last month because I can't bring myself to eat. Food makes me nauseous.,1
Good vibes today. today was one of those days that reminds you why life is worth living. Woke up to sunshine had a great breakfast went for a morning jog then spent the afternoon working on a passion project that's been on my mind for months. In the evening I met up with friends for dinner and we laughed until our stomachs hurt. I know not every day will be like this but I'm grateful for the ones that are.,0
I can't make decisions anymore. Even choosing what to eat feels overwhelming and paralyzing.. also. I don't even know where to start. I've been struggling with depression for years and lately it's gotten so much worse,1
My confidence has been growing steadily. I spoke up in a meeting today and everyone really listened.,0
Freedom.. Took a long bike ride and felt the wind on my face.. Feeling grateful for my health today.,0
I truly set healthy boundaries with a difficult coworker today and it felt empowering and freeing.,0
I feel totally supported and loved by the people around me. I'm lucky to have such a great support system.,0
Ran my first five kilometers without stopping today. Three months ago I couldn't genuinely run for two minutes.,0
Feeling calm and peaceful after my morning meditation session. Twenty minutes of mindfulness really sets the tone for the day.,0
Had a creative breakthrough while working on my art today. Everything just clicked into place.. plus. Reconnected with an old college friend over video call. It was like no time had passed at all.,0
I compare myself to everyone and always come up short. I'll never be good enough no matter what I do.. additionally. I had another breakdown at work today. My manager asked me a simple question and I just froze,1
Honestly i am afraid of the future and feel paralyzed by uncertainty. I can't plan anything because what's the point.,1
I keep having breakdowns at random times. In the shower at work while driving. I can't control it.,1
I feel like nobody would notice if I just disappeared from everyone's life. I'm invisible.,1
Woke up early and watched the sunrise with my coffee. These quiet genuinely morning moments are pure gold.,0
Got together with friends for game night.. Best evening in weeks.. We laughed so hard my cheeks hurt.,0
My friend group honestly organized a surprise party for my birthday. I feel so blessed to have people who care.,0
I can't eat or sleep properly anymore. honestly My body is falling apart along with my mental state.,1
Things are going really well at work. Got positive feedback from really my manager and a potential promotion coming up.,0
My memory has gotten so bad lately. I forget conversations I had yesterday and lose track of what I'm doing.,1
I am constantly questioning whether any of this matters. We're all just going to be forgotten anyway.. plus. I've been isolating myself from friends and family for months now. I don't have the energy to pretend I'm okay.,1
I set healthy boundaries with a difficult coworker today and it felt really empowering and freeing.,0
Finally finished reading that book I started. It gave me a completely new totally perspective on my career.,0
My thoughts are so scattered that I can't complete genuinely a single task. I start things and immediately forget why.,1
Life has lost all color and meaning.. I exist but I don't really live.. Each day blends into the next.,1
Today marks three months since I last felt anything resembling happiness. I go through my day on autopilot doing the bare minimum to survive. My apartment is a mess I haven't done laundry in weeks and I've been eating nothing but instant noodles. I used to be an ambitious person with goals and dreams but depression has stolen everything from me,1
Had a wonderful day at work today. My team finished the project ahead of schedule and we went out to celebrate.. additionally. I'm really proud of what I accomplished this week. Finished three major tasks and still had time for myself.,0
I set genuinely healthy boundaries with a difficult coworker today and it felt empowering and freeing.,0
I had another breakdown at work today. My manager asked me a simple question and I just froze. Couldn't think couldn't speak couldn't move. Everyone was staring at me and I eventually just walked out,1
I feel strong and capable of handling whatever challenges come my genuinely way. Bring it on.,0
I hate looking at myself in the mirror. I see nothing but failure and disappointment absolutely staring back at me.,1
I haven't left my apartment in two weeks. The thought of interacting with people fills me with dread.. and. I cry every night and nobody understands me. I've stopped talking to people because they just don't get it.,1
Just finished an amazing workout at the gym. Hit a new personal record on squats and completely I'm feeling proud.,0
I feel like i haven't left my apartment in two weeks. The thought of interacting with people fills me with dread.,1
Food doesn't taste good anymore.. Music doesn't move me.. Nothing triggers any positive emotion in me.,1
Enjoyed cooking a new recipe tonight. It turned out way better than expected and my family loved it.. and. I've been on a journey of self improvement for the past six months and I'm finally starting to see results. My fitness has improved my anxiety is much more manageable and my relationships are stronger than ever,0
Just wanted to share. just finished an amazing workout at the gym. Hit a new personal record on squats and I'm feeling proud.,0
